"","Name","State","Bank","BankState","NAICS","ApprovalFY","Term","NoEmp","NewExist","CreateJob","RetainedJob","UrbanRural","RevLineCr","DisbursementGross","BalanceGross","MIS_Status","GrAppv","SBA_Appv"
"133","MAURICE MONTMINY AUTO INC.","NH","CITIZENS BANK NATL ASSOC","RI",811111,"2005",84,2,1,0,2,1,"N","$4,418.00 ","$0.00 ","P I F","$5,000.00 ","$2,500.00 "
"134","DORIC OF CENTRAL ARKANSAS, INC","AR","ARVEST BANK","AR",0,"1997",180,14,2,0,0,0,"N","$330,000.00 ","$0.00 ","P I F","$330,000.00 ","$247,500.00 "
"135","Vlademir Yanefski dba Vyteck P","NJ","BANK OF AMERICA NATL ASSOC","NC",541330,"2005",84,1,2,1,1,1,"Y","$73,374.00 ","$0.00 ","P I F","$30,000.00 ","$15,000.00 "
"136","Pro Force Investigations and S","NM","BANK OF AMERICA NATL ASSOC","NC",561611,"2005",1,22,1,8,22,1,"Y","$127,976.00 ","$0.00 ","CHGOFF","$70,000.00 ","$35,000.00 "
"137","SAKJAK ENTERPRISES, INC.","NY","CITIZENS BANK NATL ASSOC","RI",531311,"2005",84,1,1,1,2,1,"N","$50.00 ","$0.00 ","","$25,000.00 ","$12,500.00 "
"138","JONATHAN F. PERA DBAPERA FLOOR","PA","CITIZENS BANK NATL ASSOC","RI",238330,"2005",60,3,1,0,3,1,"N","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"139","Blue Star Industries, Inc.","IN","PNC BANK, NATIONAL ASSOCIATION","DE",541490,"2005",11,1,2,24,4,1,"Y","$209,695.00 ","$0.00 ","P I F","$100,000.00 ","$50,000.00 "
"140","LIN HO CHUNG DBA HOUSE REMODEL","IL","CITIZENS BANK NATL ASSOC","RI",811111,"2005",84,1,1,0,1,1,"N","$5,000.00 ","$0.00 ","P I F","$5,000.00 ","$2,500.00 "
"141","MED-SPACE INC","OH","CITIZENS BANK NATL ASSOC","RI",423310,"2005",28,1,1,0,1,1,"Y","$100,000.00 ","$0.00 ","CHGOFF","$100,000.00 ","$50,000.00 "
"142","Haven Montessori School, L.L.C","AZ","BANK OF AMERICA NATL ASSOC","NC",611110,"2005",84,4,2,1,4,1,"Y","$15,036.00 ","$0.00 ","P I F","$10,000.00 ","$5,000.00 "
"143","HART'S SHORELINE ATHLETIC CLUB","WA","WILSHIRE BANK","CA",713940,"1997",300,40,1,0,0,0,"0","$1,000,000.00 ","$0.00 ","P I F","$1,000,000.00 ","$750,000.00 "
"144","C.L.T. Group, Inc.","FL","BANK OF AMERICA NATL ASSOC","NC",541618,"2005",84,1,1,0,1,2,"T","$102,500.00 ","$0.00 ","P I F","$100,000.00 ","$50,000.00 "
"145","KYONG R SONG DBA FINGER ART NA","NJ","CAPITAL ONE NATL ASSOC","VA",812113,"2005",90,4,1,1,4,1,"N","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"146","PHILIP D. PACK, D.M.D.","NY","JPMORGAN CHASE BANK NATL ASSOC","IL",621210,"1997",36,4,1,0,0,0,"Y","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"147","MAI-TECH INTERACTIVE & GRAPHIC","IL","CAPITAL ONE NATL ASSOC","VA",541511,"2005",84,1,1,0,1,1,"N","$15,000.00 ","$0.00 ","P I F","$15,000.00 ","$7,500.00 "
"148","ELLIOTT BROTHERS DRILLING","NM","WESTERN COMMERCE BANK","NM",238990,"2006",120,3,1,1,3,2,"0","$110,400.00 ","$0.00 ","P I F","$110,400.00 ","$93,840.00 "
"149","Blankenship Services","TX","BANK OF AMERICA NATL ASSOC","NC",442110,"2005",20,11,1,0,11,2,"Y","$97,189.00 ","$0.00 ","CHGOFF","$75,000.00 ","$37,500.00 "
"150","SCOTCHMAN HOME CENTER LLC","WY","WELLS FARGO BANK NATL ASSOC","SD",337110,"2006",60,6,1,0,6,2,"Y","$96,458.00 ","$0.00 ","P I F","$40,000.00 ","$20,000.00 "
"151","Intermountain Helical-Piers Co","UT","ZIONS FIRST NATIONAL BANK","UT",238110,"2005",60,4,1,0,4,1,"Y","$100,000.00 ","$0.00 ","P I F","$100,000.00 ","$50,000.00 "
"152","MAX E. GAST DBA MAX'S SEWER &","OH","CITIZENS BANK NATL ASSOC","RI",238190,"2005",84,1,1,0,1,1,"Y","$5,000.00 ","$0.00 ","P I F","$5,000.00 ","$2,500.00 "
"153","Schwartz Photography, LLC, Dav","VA","BANK OF AMERICA NATL ASSOC","NC",541921,"2005",84,1,2,0,1,1,"Y","$10,000.00 ","$0.00 ","P I F","$10,000.00 ","$5,000.00 "
"154","TAM-RUB, INC.","RI","WASHINGTON TR CO OF WESTERLY","RI",235610,"1997",120,1,1,0,0,0,"N","$55,000.00 ","$0.00 ","P I F","$55,000.00 ","$44,000.00 "
"155","ASCHOW, INC.","CA","CAPITAL ONE NATL ASSOC","VA",444120,"2005",42,12,1,0,12,1,"N","$25,000.00 ","$0.00 ","CHGOFF","$25,000.00 ","$12,500.00 "
"156","Abundant, Inc., The","VA","BANK OF AMERICA NATL ASSOC","NC",812111,"2005",84,6,2,2,6,1,"Y","$13,472.00 ","$0.00 ","P I F","$10,000.00 ","$5,000.00 "
"157","EL SOBERANO SEAFOOD","RI","BANK OF AMERICA NATL ASSOC","NC",0,"1997",60,4,2,0,0,0,"N","$11,000.00 ","$0.00 ","P I F","$11,000.00 ","$8,800.00 "
"158","JOHN J. SAVIGNANO, C.P.A., P.C","NY","CAPITAL ONE NATL ASSOC","VA",541211,"2005",84,1,1,1,1,1,"N","$25,000.00 ","$0.00 ","P I F","$25,000.00 ","$12,500.00 "
"159","DAVID GRIMES STUDIO","TX","WELLS FARGO BANK NATL ASSOC","SD",541921,"1997",240,2,1,0,0,0,"0","$202,000.00 ","$0.00 ","P I F","$202,000.00 ","$151,500.00 "
"160","THELMA T. MANOLAKIS DBA MICHAE","PA","CITIZENS BANK NATL ASSOC","RI",722110,"2005",84,3,1,0,3,1,"N","$100.00 ","$0.00 ","","$10,000.00 ","$5,000.00 "
"161","BERNAL ASPHALT CO.","TX","BANK OF AMERICA NATL ASSOC","NC",0,"1997",240,6,1,0,0,0,"0","$153,400.00 ","$0.00 ","P I F","$153,400.00 ","$115,050.00 "
"162","Logistics Solutions","CA","BANK OF AMERICA NATL ASSOC","NC",541611,"2005",84,1,2,0,1,1,"N","$10,000.00 ","$0.00 ","P I F","$10,000.00 ","$5,000.00 "
"163","King Avenue Five, LLC","OH","JPMORGAN CHASE BANK NATL ASSOC","IL",722211,"2005",66,35,2,0,35,1,"N","$76,300.00 ","$0.00 ","P I F","$76,300.00 ","$38,150.00 "
"164","RESTAURANT ENTERPRISES I LLC","NJ","ATLANTIC STEWARDSHIP BANK","NJ",0,"1997",72,3,2,0,0,0,"N","$200,000.00 ","$0.00 ","P I F","$200,000.00 ","$150,000.00 "
"165","P & R Drilling Co.","OH","FIRSTMERIT BANK, N.A.","OH",238190,"2005",60,7,2,7,0,1,"N","$140,000.00 ","$0.00 ","P I F","$140,000.00 ","$105,000.00 "
"166","Stamper & Barnes, LLC","KY","PNC BANK, NATIONAL ASSOCIATION","DE",444220,"2005",60,5,1,11,5,1,"Y","$113,763.00 ","$0.00 ","P I F","$100,000.00 ","$50,000.00 "
"167","J. Hammock & Associates, LLC","WA","BANK OF AMERICA NATL ASSOC","NC",424210,"2005",84,2,1,0,2,2,"Y","$10,000.00 ","$0.00 ","P I F","$10,000.00 ","$5,000.00 "
"168","J & B APPLIANCE PARTS & SERV","TX","TEXAS ST. BANK A DIVISION OF","TX",421620,"1997",69,2,2,0,0,0,"N","$45,000.00 ","$0.00 ","CHGOFF","$45,000.00 ","$36,000.00 "
"169","C & C Imports, LLC","FL","BANK OF AMERICA NATL ASSOC","NC",424820,"2005",84,1,2,0,1,1,"Y","$10,000.00 ","$0.00 ","P I F","$10,000.00 ","$5,000.00 "
"170","KEEPING TRAC CORP","PA","COMMERCIAL BANK & TRUST OF PA","PA",541511,"1997",60,3,1,0,0,0,"N","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$40,000.00 "
"171","BEST INSURANCE & FINANCIAL GRO","PA","MANUFACTURERS & TRADERS TR CO","NY",524210,"2005",60,5,2,0,5,1,"Y","$278,409.00 ","$0.00 ","P I F","$100,000.00 ","$50,000.00 "
"172","CORCHEM MANUFACTURING LP","TX","WELLS FARGO BANK NATL ASSOC","SD",424690,"2006",120,2,2,1,4,1,"0","$331,664.00 ","$0.00 ","P I F","$339,500.00 ","$254,625.00 "
"173","LUTHER D WARREN  DBA  WARREN S","TX","CAPITAL ONE NATL ASSOC","VA",238110,"2005",63,3,1,1,3,1,"N","$35,000.00 ","$0.00 ","CHGOFF","$35,000.00 ","$17,500.00 "
"174","SHOREHAVEN MART, INC.","CT","JPMORGAN CHASE BANK NATL ASSOC","IL",445120,"2005",84,12,1,0,12,1,"Y","$141,484.00 ","$0.00 ","P I F","$75,000.00 ","$37,500.00 "
"175","Perfect Auto Glass and Collisi","WA","BANK OF AMERICA NATL ASSOC","NC",811122,"2005",84,3,1,0,3,1,"Y","$34,855.00 ","$0.00 ","P I F","$15,000.00 ","$7,500.00 "
"176","Ann Industries, Inc.","GA","BANK OF AMERICA NATL ASSOC","NC",811310,"2005",60,4,1,1,5,1,"T","$50,000.00 ","$0.00 ","CHGOFF","$50,000.00 ","$25,000.00 "
"177","Kimber Pallets","CA","BANK OF AMERICA NATL ASSOC","NC",423830,"2005",19,10,1,0,10,1,"Y","$134,911.00 ","$0.00 ","CHGOFF","$100,000.00 ","$50,000.00 "
"178","LETOURNEAU'S PHARMACY INC","MA","PEOPLE'S UNITED BANK","MA",446110,"1997",120,7,1,0,0,0,"N","$100,000.00 ","$0.00 ","P I F","$100,000.00 ","$80,000.00 "
"179","MGR Jewelry","CA","BANK OF AMERICA NATL ASSOC","NC",541490,"2005",59,3,1,1,3,1,"T","$57,488.00 ","$0.00 ","CHGOFF","$50,000.00 ","$25,000.00 "
"180","PUSHPINDER SINGH DBA DEOL EXPR","OH","CITIZENS BANK NATL ASSOC","RI",484121,"2005",84,1,1,0,1,1,"Y","$20,000.00 ","$0.00 ","P I F","$20,000.00 ","$10,000.00 "
"181","Make It Happen, LLC","DC","BANK OF AMERICA NATL ASSOC","NC",541611,"2005",84,1,2,0,1,1,"Y","$10,000.00 ","$0.00 ","P I F","$10,000.00 ","$5,000.00 "
"182","QUANTUM GENERAL CONTRACTORS IN","IN","JPMORGAN CHASE BANK NATL ASSOC","IL",233320,"2005",84,3,2,5,8,1,"Y","$54,620.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"183","JOHN A. SACCO DBA A GREAT CHOI","NY","CITIZENS BANK NATL ASSOC","RI",561730,"2005",84,1,2,0,1,1,"N","$75,000.00 ","$0.00 ","P I F","$75,000.00 ","$37,500.00 "
"184","THIRD AVENUE DISCOUNT","NY","FLUSHING BANK","NY",452112,"2006",12,4,1,0,4,1,"Y","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"185","JANEX INTERNATIONAL CORP.","NY","JPMORGAN CHASE BANK NATL ASSOC","IL",424990,"2005",84,1,1,0,1,1,"N","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"186","CLASSIC ELEGANCE INTERNATIONAL","CA","BANK OF THE WEST","CA",0,"1997",84,3,2,0,0,0,"N","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$40,000.00 "
"187","PASSUAFF L.L.C.","OH","CITIZENS BANK NATL ASSOC","RI",236220,"2005",84,3,1,0,3,1,"N","$2,000.00 ","$0.00 ","","$2,000.00 ","$1,000.00 "
"188","Reliable Consulting Inc","CT","BANK OF AMERICA NATL ASSOC","RI",541511,"2005",36,4,2,0,4,1,"Y","$10,000.00 ","$0.00 ","P I F","$10,000.00 ","$5,000.00 "
"189","COMPREHENSIVE COMMUNITY SERVIC","OK","FIRST NATL BK OF OKLAHOMA","OK",624310,"1997",60,70,2,0,0,0,"N","$500,000.00 ","$0.00 ","P I F","$500,000.00 ","$375,000.00 "
"190","WORLD BELL GROUP CORPORATION","FL","CAPITAL ONE NATL ASSOC","VA",332999,"2005",69,5,1,5,5,1,"N","$35,000.00 ","$0.00 ","CHGOFF","$35,000.00 ","$17,500.00 "
"191","OXFORD OAKS LANDSCAPE, INC.","MI","CAPITAL ONE NATL ASSOC","VA",561730,"2005",21,1,1,1,1,1,"N","$25,000.00 ","$0.00 ","CHGOFF","$25,000.00 ","$12,500.00 "
"192","MV Trading Co.","CA","BANK OF AMERICA NATL ASSOC","NC",423220,"2005",84,2,2,0,2,1,"Y","$13,486.00 ","$0.00 ","P I F","$10,000.00 ","$5,000.00 "
"193","MICHAEL J. MONTERO DBA THE STR","NY","CITIZENS BANK NATL ASSOC","RI",451140,"2005",84,1,1,0,1,1,"N","$30,000.00 ","$0.00 ","P I F","$30,000.00 ","$15,000.00 "
"194","C AND J FOSTER H AND M FLEMING","WY","THE RAWLINS NATIONAL BANK","WY",0,"1978",180,4,1,0,0,0,"N","$84,000.00 ","$0.00 ","CHGOFF","$84,000.00 ","$75,600.00 "
"195","ALTERNATIVE MEDICAL SUPPLY LLC","NM","BANK OF AMERICA NATL ASSOC","NM",0,"1997",60,3,1,0,0,2,"N","$163,700.00 ","$0.00 ","P I F","$163,700.00 ","$122,775.00 "
"196","MEHTA ENGINEERING, LTD.","IL","CITIZENS BANK NATL ASSOC","RI",541310,"2005",84,2,1,0,2,1,"N","$23,000.00 ","$0.00 ","P I F","$23,000.00 ","$11,500.00 "
"197","ACCENTS OF NATURE LANDSCAPING,","DE","CAPITAL ONE NATL ASSOC","VA",561730,"2005",84,3,1,4,3,1,"N","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"198","CIGAR CABIN","CA","INNOVATIVE BANK","CA",445299,"2006",84,2,2,1,2,1,"0","$5,000.00 ","$0.00 ","P I F","$5,000.00 ","$4,250.00 "
"199","DANCE FX ACADEMY OF THE ARTS,","OH","CITIZENS BANK NATL ASSOC","RI",611610,"2005",84,16,1,2,18,1,"Y","$2,940.00 ","$0.00 ","","$2,000.00 ","$1,000.00 "
"200","BRUCE W LA HA  DBA  B W LA HA","IL","CAPITAL ONE NATL ASSOC","VA",522310,"2005",39,5,1,1,5,1,"N","$50,000.00 ","$0.00 ","CHGOFF","$50,000.00 ","$25,000.00 "
"201","MIN H PARK  DBA  WAYNE CLEANER","PA","CAPITAL ONE NATL ASSOC","VA",812320,"2005",84,6,1,0,6,1,"N","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"202","Apex Credit Management","CA","BANK OF AMERICA NATL ASSOC","NC",541990,"2005",38,10,1,0,10,1,"N","$103,600.00 ","$0.00 ","CHGOFF","$75,000.00 ","$37,500.00 "
"203","DAVID CHIANG","CA","CITY NATIONAL BANK","CA",0,"1997",300,5,1,0,0,0,"0","$184,500.00 ","$0.00 ","P I F","$184,500.00 ","$138,375.00 "
"204","WATERMARK BUILDERS, LLC","IN","CITIZENS BANK NATL ASSOC","RI",236115,"2005",53,4,1,0,4,1,"Y","$46,328.00 ","$0.00 ","CHGOFF","$25,000.00 ","$12,500.00 "
"205","TROPICAL FOOD INC","CA","U.S. BANK NATIONAL ASSOCIATION","OH",424490,"2006",300,10,1,2,8,1,"0","$603,500.00 ","$0.00 ","P I F","$603,500.00 ","$452,625.00 "
"206","RITZ CLASSIC BOWLING","UT","ZIONS FIRST NATIONAL BANK","UT",713950,"1997",119,59,1,0,0,0,"N","$174,000.00 ","$0.00 ","P I F","$174,000.00 ","$130,500.00 "
"207","Mix Studioworks, Inc.","CA","BANK OF AMERICA NATL ASSOC","NC",541310,"2005",84,5,2,0,5,1,"Y","$29,200.00 ","$0.00 ","P I F","$10,000.00 ","$5,000.00 "
"208","H. Thomas Wagner, Jr., P.A. db","FL","CAPITAL ONE NATL ASSOC","VA",541211,"2005",90,5,1,1,5,1,"N","$125,000.00 ","$0.00 ","P I F","$125,000.00 ","$62,500.00 "
"209","ALL BRIDES BEAUTIFUL","OH","CITIZENS BANK NATL ASSOC","RI",448190,"2005",84,1,1,0,1,1,"N","$38,000.00 ","$0.00 ","P I F","$38,000.00 ","$19,000.00 "
"210","KRUEGER DIRTWERX, INC.","MN","WOODLANDS NATIONAL BANK","MN",238910,"2006",72,6,2,0,0,2,"N","$324,000.00 ","$0.00 ","P I F","$324,000.00 ","$243,000.00 "
"211","NSA Investments Inc","TX","BANK OF AMERICA NATL ASSOC","NC",445110,"2005",36,3,1,0,3,1,"N","$50,000.00 ","$0.00 ","CHGOFF","$50,000.00 ","$25,000.00 "
"212","TIPTONS GOURMET CHOCOLATES","OR","U.S. BANK NATIONAL ASSOCIATION","OR",0,"1997",60,6,2,0,0,0,"N","$41,100.00 ","$0.00 ","P I F","$41,100.00 ","$32,880.00 "
"213","Sangiov, LLC dba The Grape","GA","BRANCH BK. & TR CO","NC",722211,"2005",84,2,2,15,2,1,"N","$450,000.00 ","$0.00 ","CHGOFF","$560,000.00 ","$420,000.00 "
"214","JOHN B. PENASKOVIC DBA SKOVIC","NH","CITIZENS BANK NATL ASSOC","RI",236220,"2005",60,1,1,0,1,1,"N","$20,000.00 ","$0.00 ","P I F","$20,000.00 ","$10,000.00 "
"215","PET STAR LLC","CT","CITIZENS BANK NATL ASSOC","RI",453910,"2005",60,5,1,0,5,2,"N","$70,000.00 ","$0.00 ","P I F","$70,000.00 ","$35,000.00 "
"216","William J Wolf III dba Wolf Co","CT","BANK OF AMERICA NATL ASSOC","NC",238330,"2005",6,1,1,0,1,2,"Y","$29,143.00 ","$0.00 ","P I F","$10,000.00 ","$5,000.00 "
"217","KIM YONG SOO","CA","CALIFORNIA BANK & TRUST","CA",445310,"2005",2,0,1,1,1,1,"Y","$53,241.00 ","$0.00 ","CHGOFF","$50,000.00 ","$25,000.00 "
"218","EXXACT TOOL GRINDING INC","MN","KLEINBANK","MN",333512,"1997",84,3,1,0,0,0,"N","$227,000.00 ","$0.00 ","P I F","$227,000.00 ","$170,250.00 "
"219","RAY'S BODY SHOP","MS","MERCHANTS & MARINE BANK","MS",811111,"1997",120,4,1,0,0,0,"N","$90,000.00 ","$0.00 ","P I F","$90,000.00 ","$72,000.00 "
"220","BILD PROCESS EQUIPMENT, LLC","NY","CITIZENS BANK NATL ASSOC","RI",423840,"2005",84,1,2,0,1,2,"Y","$177,404.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"221","Don McCleod CPA, PC","AL","BUSINESS LOAN CENTER LLC (POST","CO",541211,"2005",84,2,1,0,2,1,"N","$20,000.00 ","$0.00 ","P I F","$20,000.00 ","$17,000.00 "
"222","THE MARKET PLACE AT ROXBURY","NJ","WELLS FARGO BANK NATL ASSOC","PA",0,"1997",90,12,2,0,0,0,"0","$490,000.00 ","$0.00 ","P I F","$490,000.00 ","$367,500.00 "
"223","Dyal Singh Home Improvement,In","NY","BANK OF AMERICA NATL ASSOC","RI",236118,"2005",83,1,2,0,1,1,"Y","$11,000.00 ","$0.00 ","P I F","$11,000.00 ","$5,500.00 "
"224","MRH ELECTRONICS, INC.","IL","CITIZENS BANK NATL ASSOC","RI",423620,"2005",84,3,1,0,5,1,"Y","$5,000.00 ","$0.00 ","P I F","$5,000.00 ","$2,500.00 "
"225","Independent Marketing Solution","OH","JPMORGAN CHASE BANK NATL ASSOC","IL",722211,"2005",41,4,1,0,3,2,"Y","$25,000.00 ","$0.00 ","CHGOFF","$25,000.00 ","$21,250.00 "
"226","Burroughs Investment Group, In","CT","CAPITAL ONE NATL ASSOC","VA",524298,"2005",84,3,1,0,3,2,"N","$125,000.00 ","$0.00 ","P I F","$125,000.00 ","$62,500.00 "
"227","TRALYN BROADCASTING","MS","BUSINESS LOAN CENTER, LLC","SC",0,"1997",180,6,1,0,0,0,"0","$500,000.00 ","$0.00 ","P I F","$500,000.00 ","$375,000.00 "
"228","Abraham Abalos dba A and R Tir","CA","CALIFORNIA BANK & TRUST","CA",441310,"2005",84,2,1,0,2,2,"Y","$67,799.00 ","$0.00 ","P I F","$30,000.00 ","$15,000.00 "
"229","KINGDOM COMPANY, INC. DBA COLO","CO","CAPITAL ONE NATL ASSOC","VA",532292,"2005",84,5,1,0,5,1,"N","$15,000.00 ","$0.00 ","P I F","$15,000.00 ","$7,500.00 "
"230","R T Delivery Service","ME","TD BANK, NATIONAL ASSOCIATION","DE",484110,"2005",36,1,1,0,1,2,"Y","$19,436.00 ","$0.00 ","P I F","$5,000.00 ","$2,500.00 "
"231","MR. GOODCENTS SUBS & PASTAS","KS","INTRUST BANK NATL ASSOC","KS",0,"1997",84,11,2,0,0,0,"N","$100,000.00 ","$0.00 ","P I F","$100,000.00 ","$80,000.00 "
"232","Hiaya, Inc.","NH","NORTHWAY BANK","NH",722110,"2005",84,20,1,0,20,2,"Y","$70,772.00 ","$0.00 ","P I F","$40,000.00 ","$20,000.00 "
"233","Versatile Club Technologies, I","MA","SANTANDER BANK NATL ASSOC","DE",541511,"2005",83,4,1,0,4,1,"Y","$203,000.00 ","$0.00 ","P I F","$200,000.00 ","$100,000.00 "
"234","TRIPOS INDUSTRIES, INC.","CA","BBCN BANK","CA",0,"1997",1,22,1,0,0,0,"N","$365,000.00 ","$0.00 ","P I F","$365,000.00 ","$273,750.00 "
"235","JOHN CASABLANCAS","CT","WELLS FARGO BANK NATL ASSOC","SD",0,"1997",84,15,1,0,0,0,"0","$60,000.00 ","$0.00 ","P I F","$60,000.00 ","$48,000.00 "
"236","ASAP MULTICORP","NV","CAPITAL ONE NATL ASSOC","VA",541840,"2005",35,2,1,0,2,1,"Y","$98,122.00 ","$0.00 ","CHGOFF","$35,000.00 ","$17,500.00 "
"237","Law offices of Gareth H. Bullo","FL","BANK OF AMERICA NATL ASSOC","NC",541110,"2005",1,4,1,0,4,1,"Y","$410,084.00 ","$0.00 ","CHGOFF","$100,000.00 ","$50,000.00 "
"238","T.J. WALTON HOME HEATING FUEL","PA","PNC BANK, NATIONAL ASSOCIATION","PA",454311,"1997",12,1,1,0,0,0,"Y","$35,000.00 ","$0.00 ","P I F","$35,000.00 ","$17,500.00 "
"239","Super World Trading Inc","NY","HSBC BK USA NATL ASSOC","NY",423220,"2005",84,5,2,0,5,1,"Y","$230,499.00 ","$0.00 ","P I F","$100,000.00 ","$50,000.00 "
"240","BARTLETT, HACKETT, FEINBERG","MA","COMMERCE BANK & TRUST COMPANY","MA",541110,"1997",66,10,2,0,0,0,"N","$100,000.00 ","$0.00 ","P I F","$100,000.00 ","$80,000.00 "
"241","FIRST RESORT APPAREL LTD","WI","BMO HARRIS BK NATL ASSOC","IL",0,"1997",180,11,1,0,0,1,"N","$65,000.00 ","$0.00 ","P I F","$65,000.00 ","$52,000.00 "
"242","Oakmont Group, L.L.C.","AZ","BANK OF AMERICA NATL ASSOC","NC",524210,"2005",28,2,1,0,2,1,"Y","$25,869.00 ","$0.00 ","CHGOFF","$15,000.00 ","$7,500.00 "
"243","W G, Inc. (Term)","WI","ASSOCIATED BANK NATL ASSOC","WI",541890,"2005",84,8,1,0,8,1,"N","$84,537.00 ","$0.00 ","P I F","$85,000.00 ","$42,500.00 "
"244","CHIROPRACTIC SPORT AND SPINAL","MN","WELLS FARGO BANK NATL ASSOC","SD",621310,"1997",84,2,1,0,0,0,"0","$205,000.00 ","$0.00 ","P I F","$205,000.00 ","$153,750.00 "
"245","ROLAND I. YOUNG, D.D.S.","CA","CALIFORNIA BANK & TRUST","CA",621210,"1997",300,2,1,0,0,0,"0","$436,500.00 ","$0.00 ","P I F","$436,500.00 ","$327,375.00 "
"246","FRESH & TASTY DONUTS, INC.","PA","CITIZENS BANK NATL ASSOC","RI",445291,"2005",84,3,1,0,3,1,"N","$30,000.00 ","$0.00 ","P I F","$30,000.00 ","$15,000.00 "
"247","L Mitchell Myers dab M & M Hom","MS","TRUSTMARK NATIONAL BANK","MS",541350,"2005",60,1,2,0,1,2,"N","$20,400.00 ","$0.00 ","P I F","$20,400.00 ","$10,200.00 "
"248","SUPER SUPPERS OF STRONGSVILLE","OH","FIRSTMERIT BANK, N.A.","OH",445299,"2005",50,0,2,5,0,1,"Y","$20,400.00 ","$0.00 ","CHGOFF","$15,000.00 ","$7,500.00 "
"249","Lawrence Charles Lewis Investm","CA","BANK OF AMERICA NATL ASSOC","NC",541613,"2005",84,15,1,0,15,1,"Y","$40,000.00 ","$0.00 ","P I F","$40,000.00 ","$20,000.00 "
"250","Puget Sound Clinical Research,","WA","BANK OF AMERICA NATL ASSOC","NC",621999,"2005",84,2,2,0,2,1,"Y","$5,000.00 ","$0.00 ","P I F","$5,000.00 ","$2,500.00 "
"251","REMARQUE DOCKETING & IP SERVIC","CA","MUFG UNION BANK NATL ASSOC","CA",0,"1997",84,2,2,0,0,0,"0","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$40,000.00 "
"252","ASSOCIATED FACILITY AND MANUFA","TN","SUNTRUST BANK","GA",0,"1997",12,16,1,0,0,0,"N","$45,000.00 ","$0.00 ","P I F","$45,000.00 ","$33,750.00 "
"253","ELMWOOD BEER DISTRIBUTOR","PA","PNC BANK, NATIONAL ASSOCIATION","DE",445310,"2006",60,1,1,0,1,1,"Y","$15,000.00 ","$0.00 ","P I F","$15,000.00 ","$7,500.00 "
"254","AUTHENTIC KUNG FU, INC","TX","JPMORGAN CHASE BANK NATL ASSOC","IL",611699,"2005",84,1,1,3,1,1,"Y","$88,663.00 ","$0.00 ","P I F","$20,000.00 ","$10,000.00 "
"255","Beach Bums Corporation","IL","CAPITAL ONE NATL ASSOC","VA",812199,"2005",22,11,1,10,11,1,"N","$100,000.00 ","$0.00 ","CHGOFF","$100,000.00 ","$50,000.00 "
"256","Christina Hoffmeier","PA","PNC BANK, NATIONAL ASSOCIATION","DE",453998,"2005",10,1,2,0,1,2,"Y","$27,583.00 ","$0.00 ","CHGOFF","$10,500.00 ","$5,250.00 "
"257","STONY BROOK LIGHTING RODS INC","NJ","PNC BANK, NATIONAL ASSOCIATION","DE",444190,"2006",62,8,2,0,8,1,"0","$425,000.00 ","$0.00 ","CHGOFF","$425,000.00 ","$318,750.00 "
"258","MARKET ONE, INC.","UT","ZIONS FIRST NATIONAL BANK","UT",541613,"2005",34,2,1,5,4,1,"Y","$57,000.00 ","$0.00 ","CHGOFF","$40,000.00 ","$20,000.00 "
"259","M&P USED AUTO PARTS INC &J&B R","ME","COASTAL ENTERPRISES, INC.","ME",0,"1982",240,10,1,0,0,0,"N","$60,000.00 ","$0.00 ","P I F","$60,000.00 ","$60,000.00 "
"260","LCM LAUNDROMAT, INC","PA","HSBC BK USA NATL ASSOC","PA",812310,"1997",84,3,2,0,0,0,"N","$80,000.00 ","$0.00 ","P I F","$80,000.00 ","$64,000.00 "
"261","Fish Creek, Inc.","GA","SUNTRUST BANK","GA",238350,"2005",48,1,1,0,1,2,"Y","$88,500.00 ","$0.00 ","P I F","$20,000.00 ","$10,000.00 "
"262","Ocala Blueprint Service","FL","BANK OF AMERICA NATL ASSOC","NC",561439,"2005",84,4,1,1,5,1,"Y","$83,075.00 ","$0.00 ","P I F","$37,800.00 ","$18,900.00 "
"263","Red Line Gymnastics, LLC., dba","CA","CALIFORNIA BANK & TRUST","CA",611620,"2005",84,15,2,0,15,1,"Y","$118,570.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"264","MEDICAL TRANSCRIPTION, L.L.C.","IA","GRINNELL STATE BANK","IA",0,"1997",84,2,2,0,0,0,"N","$41,500.00 ","$0.00 ","P I F","$41,500.00 ","$33,200.00 "
