"State","BankState","ApprovalFY","Term","NoEmp","NewExist","CreateJob","RetainedJob","UrbanRural","RevLineCr","DisbursementGross","MIS_Status","GrAppv","SBA_Appv","WhichCompany","yearsAfterAprv"
"Northeast","Northeast",2006,60,1,"NotNew",0,1,"Urban","Y",15000,"P I F",15000,7500,"44",16
"Plains","Midwest",2005,84,1,"NotNew",3,1,"Urban","Y",88663,"P I F",20000,10000,"61",17
"Midwest","Northeast",2005,22,11,"NotNew",0,11,"Urban","N",1e+05,"CHGOFF",1e+05,50000,"81",17
"Northeast","Northeast",2005,10,1,"New",0,1,"Rural","Y",27583,"CHGOFF",10500,5250,"45",17
"Northeast","Northeast",2006,62,8,"New",0,8,"Urban","0",425000,"CHGOFF",425000,318750,"44",16
"Pacific West","Pacific West",2005,34,2,"NotNew",0,4,"Urban","Y",57000,"CHGOFF",40000,20000,"54",17
"Northeast","Northeast",1982,240,10,"NotNew",0,0,"Undefined","N",60000,"P I F",60000,60000,"00",40
"Northeast","Northeast",1997,84,3,"New",0,0,"Undefined","N",80000,"P I F",80000,64000,"81",25
"Southeast","Southeast",2005,48,1,"NotNew",0,1,"Rural","Y",88500,"P I F",20000,10000,"23",17
"Southeast","Southeast",2005,84,4,"NotNew",1,5,"Urban","Y",83075,"P I F",37800,18900,"56",17
"Pacific West","Pacific West",2005,84,15,"New",0,15,"Urban","Y",118570,"P I F",50000,25000,"61",17
"Midwest","Midwest",1997,84,2,"New",0,0,"Undefined","N",41500,"P I F",41500,33200,"00",25
"Midwest","Midwest",2005,84,4,"NotNew",0,4,"Urban","N",237000,"P I F",237000,177750,"23",17
"Midwest","Northeast",2005,84,15,"NotNew",0,15,"Urban","Y",9663,"P I F",5000,2500,"48",17
"Southeast","Southeast",1997,240,20,"NotNew",0,0,"Undefined","N",358000,"P I F",358000,358000,"00",25
"Pacific West","Plains",1997,204,4,"NotNew",0,0,"Undefined","0",675000,"P I F",675000,506250,"62",25
"Northeast","Northeast",2005,84,19,"NotNew",0,0,"Rural","N",70000,"P I F",70000,35000,"72",17
"Pacific West","Pacific West",1997,240,3,"New",0,3,"Undefined","N",126000,"P I F",130000,130000,"54",25
"Northeast","Plains",2005,161,2,"New",0,15,"Rural","N",560300,"P I F",560300,420225,"72",17
"Northeast","Northeast",2006,34,1,"New",0,1,"Urban","Y",32832,"CHGOFF",25000,12500,"53",16
"Pacific West","Pacific West",1997,120,5,"New",0,0,"Undefined","N",41000,"P I F",41000,32800,"62",25
"Midwest","Midwest",2005,84,6,"New",0,6,"Urban","Y",616075,"P I F",250000,125000,"33",17
"Pacific West","Pacific West",1997,123,4,"NotNew",0,0,"Undefined","N",75000,"P I F",75000,60000,"00",25
"Plains","Plains",1997,84,1,"NotNew",0,0,"Undefined","N",50000,"P I F",50000,40000,"21",25
"Northeast","Northeast",1997,84,8,"New",0,0,"Undefined","N",43000,"P I F",43000,34400,"23",25
"Southeast","Southeast",2005,84,1,"New",1,11,"Urban","N",25000,"P I F",25000,21250,"62",17
"Midwest","Northeast",2005,84,1,"New",0,1,"Urban","Y",38000,"P I F",19000,9500,"52",17
"Plains","Plains",1997,87,1,"New",0,0,"Undefined","0",108000,"P I F",108000,81000,"45",25
"Pacific West","Pacific West",2005,84,10,"NotNew",0,10,"Urban","N",150000,"P I F",150000,75000,"23",17
"Midwest","Midwest",2005,84,1,"New",1,0,"Rural","N",60000,"P I F",60000,51000,"62",17
"Pacific West","Pacific West",1997,240,1,"New",0,1,"Undefined","N",439000,"P I F",439000,439000,"00",25
"Midwest","Midwest",1997,60,20,"NotNew",0,0,"Undefined","N",45000,"P I F",45000,36000,"00",25
"Plains","Plains",1997,180,8,"NotNew",0,0,"Rural","N",270000,"P I F",270000,202500,"00",25
"Midwest","Northeast",2005,34,5,"NotNew",0,5,"Urban","Y",129434,"CHGOFF",98500,49250,"62",17
"Midwest","Northeast",2005,118,1,"NotNew",0,1,"Urban","N",50000,"P I F",50000,25000,"33",17
"Northeast","Northeast",2005,60,2,"New",2,2,"Urban","N",50000,"P I F",50000,25000,"81",17
"Southeast","Plains",1997,84,1,"NotNew",0,0,"Undefined","N",55000,"P I F",55000,44000,"81",25
"Southeast","Southeast",2005,84,1,"New",0,1,"Urban","Y",17872,"P I F",10000,5000,"42",17
"Plains","Pacific West",2005,56,23,"NotNew",0,0,"Urban","Y",101160,"CHGOFF",1e+05,50000,"23",17
"Southeast","Southeast",2005,84,2,"NotNew",1,2,"Urban","Y",92816,"P I F",45000,22500,"52",17
"Midwest","Northeast",2005,84,5,"NotNew",0,5,"Urban","N",15000,"P I F",15000,7500,"44",17
"Northeast","Northeast",1997,84,2,"New",0,0,"Undefined","N",60000,"P I F",60000,48000,"45",25
"Midwest","Northeast",2005,84,6,"NotNew",0,6,"Rural","N",60000,"P I F",60000,30000,"72",17
"Midwest","Midwest",2005,84,3,"New",0,10,"Urban","N",50000,"P I F",50000,25000,"23",17
"Pacific West","Plains",1997,84,23,"NotNew",0,0,"Undefined","0",59000,"P I F",59000,47200,"81",25
"Northeast","Northeast",2005,84,4,"NotNew",0,8,"Urban","N",50000,"P I F",50000,25000,"62",17
"Northeast","Northeast",1997,34,33,"NotNew",0,0,"Undefined","N",70000,"CHGOFF",70000,56000,"72",25
"Plains","Plains",1997,84,3,"New",0,0,"Undefined","N",93600,"P I F",93600,74880,"00",25
"Midwest","Midwest",2005,240,1,"New",2,0,"Urban","N",100400,"P I F",100400,85340,"62",17
"Northeast","Northeast",2005,84,5,"New",0,5,"Urban","Y",25000,"P I F",25000,12500,"72",17
"Plains","Pacific West",2006,120,2,"NotNew",0,2,"Urban","0",227500,"P I F",227500,170625,"81",16
"Pacific West","Plains",1997,240,7,"NotNew",0,0,"Undefined","N",396000,"P I F",396000,396000,"54",25
"Pacific West","Southeast",2005,84,3,"New",1,3,"Urban","Y",33510,"P I F",24000,12000,"81",17
"Pacific West","Pacific West",2005,48,2,"New",0,2,"Urban","Y",87058,"CHGOFF",50000,25000,"44",17
"Southeast","Southeast",2005,62,18,"NotNew",0,0,"Urban","0",118000,"CHGOFF",1e+05,50000,"62",17
"Northeast","Northeast",1997,120,2,"NotNew",0,0,"Undefined","N",120000,"P I F",120000,90000,"62",25
"Plains","Midwest",2005,60,1,"New",0,1,"Urban","N",21000,"P I F",21000,10500,"54",17
"Southeast","Southeast",1997,240,14,"NotNew",0,14,"Undefined","N",497000,"P I F",497000,497000,"00",25
"Northeast","Northeast",1982,240,21,"NotNew",0,0,"Undefined","N",96000,"P I F",96000,96000,"00",40
"Northeast","Southeast",2005,120,2,"New",1,2,"Rural","N",150000,"P I F",150000,75000,"54",17
"Plains","Pacific West",2006,72,1,"New",0,6,"Urban","0",70000,"P I F",70000,59500,"61",16
"Southeast","Southeast",2005,84,3,"New",0,3,"Urban","Y",25794,"P I F",14000,7000,"54",17
"Northeast","Northeast",2006,24,3,"NotNew",2,3,"Rural","Y",165000,"P I F",75000,37500,"54",16
"Midwest","Northeast",2005,48,2,"New",0,2,"Urban","N",22000,"CHGOFF",22000,11000,"61",17
"Northeast","Northeast",2006,93,1,"New",0,0,"Urban","N",75000,"CHGOFF",75000,63750,"81",16
"Pacific West","Pacific West",1997,84,5,"NotNew",0,0,"Undefined","Y",60645,"P I F",50000,25000,"44",25
"Midwest","Midwest",1997,120,3,"NotNew",0,0,"Undefined","N",50000,"P I F",50000,40000,"00",25
"Southeast","Plains",2005,120,2,"New",0,0,"Urban","N",5e+05,"P I F",5e+05,375000,"72",17
"Pacific West","Pacific West",1997,217,9,"NotNew",0,0,"Undefined","N",434470,"P I F",434470,325853,"00",25
"Midwest","Northeast",2005,96,5,"NotNew",0,5,"Rural","N",238200,"P I F",255000,127500,"45",17
"Southeast","Southeast",2005,5,4,"NotNew",0,8,"Urban","Y",94540,"CHGOFF",43000,21500,"45",17
"Northeast","Northeast",1997,180,6,"New",0,0,"Undefined","N",90000,"P I F",90000,72000,"62",25
"Pacific West","Pacific West",1997,246,1,"New",0,0,"Undefined","0",60000,"P I F",60000,54000,"81",25
"Pacific West","Northeast",1997,120,1,"New",0,0,"Undefined","0",142000,"P I F",142000,106500,"00",25
"Southeast","Southeast",1997,120,7,"New",0,0,"Undefined","N",1e+05,"P I F",1e+05,80000,"00",25
"Northeast","Pacific West",2006,17,1,"NotNew",1,1,"Urban","0",5000,"CHGOFF",5000,4250,"48",16
"Southeast","Southeast",2005,84,1,"New",0,1,"Urban","Y",12933,"P I F",10000,5000,"45",17
"Plains","Pacific West",1997,240,2,"NotNew",0,0,"Undefined","0",370000,"P I F",370000,277500,"00",25
"Midwest","Midwest",1997,84,3,"New",0,0,"Undefined","N",85000,"P I F",85000,68000,"32",25
"Plains","Plains",1997,84,2,"NotNew",0,0,"Undefined","0",140000,"P I F",140000,105000,"00",25
"Northeast","Northeast",1983,240,1,"NotNew",0,0,"Undefined","N",157000,"P I F",157000,157000,"00",39
"Midwest","Midwest",1997,84,1,"NotNew",0,0,"Undefined","N",17000,"P I F",17000,13600,"00",25
"Midwest","Northeast",2005,60,10,"NotNew",0,10,"Rural","N",176000,"P I F",176000,88000,"44",17
"Midwest","Midwest",1997,92,2,"NotNew",0,0,"Undefined","N",65000,"CHGOFF",65000,52000,"44",25
"Northeast","Midwest",1997,60,4,"New",0,0,"Undefined","0",60000,"P I F",60000,48000,"00",25
"Northeast","Northeast",2005,60,2,"NotNew",0,2,"Urban","Y",48038,"P I F",25000,12500,"45",17
"Northeast","Northeast",1997,5,5,"New",0,0,"Undefined","N",20000,"CHGOFF",20000,16000,"23",25
"Pacific West","Northeast",1997,76,2,"NotNew",0,0,"Undefined","0",176000,"P I F",176000,132000,"44",25
"Northeast","Northeast",1997,12,1,"NotNew",0,0,"Undefined","Y",50064,"P I F",50000,25000,"00",25
"Plains","Northeast",1997,100,20,"NotNew",0,0,"Undefined","N",75000,"CHGOFF",75000,60000,"00",25
"Northeast","Southeast",2005,84,6,"NotNew",0,6,"Rural","N",50000,"P I F",50000,25000,"54",17
"Northeast","Northeast",2005,84,6,"NotNew",2,6,"Urban","Y",195312,"P I F",75000,37500,"72",17
"Pacific West","Northeast",2005,30,4,"NotNew",0,4,"Urban","Y",27256,"CHGOFF",15000,7500,"23",17
"Northeast","Northeast",1997,84,3,"NotNew",0,0,"Undefined","0",30000,"P I F",30000,24000,"00",25
"Northeast","Northeast",2005,120,8,"New",0,8,"Urban","N",252000,"P I F",252000,189000,"72",17
"Midwest","Midwest",1997,240,5,"NotNew",2,3,"Undefined","N",99000,"P I F",99000,99000,"00",25
"Midwest","Midwest",2005,84,2,"NotNew",0,0,"Urban","0",173626,"P I F",50000,25000,"44",17
"Plains","Plains",1997,240,14,"New",0,10,"Undefined","N",52000,"P I F",52000,52000,"44",25
"Northeast","Southeast",2005,84,4,"NotNew",2,4,"Urban","N",30000,"P I F",30000,15000,"81",17
"Midwest","Midwest",1997,36,2,"NotNew",0,0,"Undefined","N",25000,"P I F",25000,20000,"00",25
"Southeast","Northeast",1997,120,2,"New",0,0,"Undefined","N",75000,"P I F",75000,60000,"81",25
"Midwest","Midwest",2006,84,5,"NotNew",3,8,"Urban","Y",92409,"P I F",50000,25000,"42",16
"Northeast","Northeast",1997,60,1,"New",0,0,"Undefined","N",20000,"P I F",20000,16000,"00",25
"Northeast","Midwest",1997,36,1,"New",0,0,"Undefined","Y",9999,"P I F",5000,2500,"44",25
"Northeast","Northeast",1997,118,6,"New",0,0,"Undefined","N",2e+05,"P I F",2e+05,150000,"00",25
"Pacific West","Pacific West",2006,84,8,"NotNew",0,8,"Urban","N",42000,"P I F",42000,21000,"54",16
"Northeast","Southeast",2006,34,25,"NotNew",0,0,"Urban","N",216000,"CHGOFF",1e+05,50000,"72",16
"Plains","Pacific West",1997,240,23,"NotNew",0,0,"Undefined","0",3e+05,"P I F",3e+05,225000,"62",25
"Midwest","Northeast",2006,84,10,"NotNew",2,12,"Urban","Y",1000,"",1000,500,"62",16
"Southeast","Southeast",2006,84,10,"New",1,10,"Rural","Y",118088,"P I F",50000,25000,"52",16
"Pacific West","Southeast",2006,14,1,"New",0,1,"Urban","N",25000,"CHGOFF",25000,21250,"44",16
"Southeast","Southeast",1997,36,3,"New",0,0,"Undefined","N",40000,"P I F",40000,32000,"00",25
"Pacific West","Northeast",2006,84,6,"New",0,6,"Urban","N",35000,"P I F",35000,17500,"72",16
"Northeast","Plains",1997,84,4,"NotNew",0,0,"Undefined","0",635000,"P I F",666000,499500,"00",25
"Northeast","Southeast",2006,53,3,"NotNew",0,3,"Urban","0",45000,"CHGOFF",45000,22500,"32",16
"Southeast","Northeast",2006,33,8,"NotNew",2,8,"Urban","N",15000,"P I F",15000,7500,"62",16
"Midwest","Southeast",2006,29,2,"NotNew",1,2,"Urban","N",25000,"CHGOFF",25000,21250,"52",16
"Midwest","Midwest",1997,87,7,"New",0,0,"Undefined","N",52000,"P I F",52000,41600,"00",25
"Pacific West","Southeast",2006,51,2,"New",1,2,"Urban","N",18900,"CHGOFF",10000,5000,"72",16
"Midwest","Northeast",2006,31,8,"NotNew",1,9,"Rural","Y",240966,"CHGOFF",1e+05,50000,"48",16
"Southeast","Pacific West",2006,84,1,"New",1,1,"Urban","N",25000,"P I F",25000,21250,"44",16
"Pacific West","Midwest",2006,84,3,"NotNew",0,3,"Rural","Y",85055,"P I F",20000,10000,"23",16
"Pacific West","Midwest",2006,84,1,"New",0,1,"Urban","Y",10000,"P I F",10000,5000,"44",16
"Southeast","Southeast",2006,84,6,"NotNew",2,8,"Urban","N",50000,"P I F",50000,25000,"81",16
"Midwest","Midwest",2006,77,3,"NotNew",0,3,"Rural","Y",44021,"P I F",25000,12500,"54",16
"Northeast","Northeast",2006,66,20,"NotNew",0,0,"Urban","N",80000,"P I F",80000,40000,"72",16
"Plains","Midwest",2006,50,6,"NotNew",1,6,"Rural","Y",35763,"CHGOFF",30000,15000,"23",16
"Plains","Plains",1997,157,3,"New",0,0,"Undefined","N",94500,"P I F",94500,75600,"54",25
"Midwest","Midwest",1997,144,11,"NotNew",0,0,"Undefined","N",215000,"P I F",215000,161250,"44",25
"Southeast","Northeast",1997,84,5,"NotNew",0,0,"Undefined","0",560000,"P I F",560000,420000,"00",25
"Southeast","Northeast",2006,23,3,"NotNew",1,3,"Urban","Y",161655,"CHGOFF",50000,25000,"53",16
"Plains","Plains",1997,84,1,"NotNew",0,0,"Undefined","N",50000,"P I F",50000,40000,"00",25
"Northeast","Northeast",2006,20,15,"NotNew",0,15,"Urban","Y",98937,"CHGOFF",75000,37500,"42",16
"Midwest","Midwest",1997,84,4,"New",0,0,"Undefined","N",50000,"P I F",50000,40000,"00",25
"Midwest","Midwest",2006,84,2,"NotNew",0,2,"Urban","Y",56344,"P I F",20000,10000,"81",16
"Northeast","Northeast",1997,60,2,"New",0,0,"Undefined","0",15000,"P I F",15000,7500,"44",25
"Northeast","Southeast",2006,84,1,"NotNew",0,1,"Urban","Y",21380,"P I F",10000,5000,"54",16
"AK","AK",1978,112,2,"NotNew",0,0,"Undefined","N",150000,"CHGOFF",150000,135000,"00",44
"Northeast","Northeast",1997,240,2,"NotNew",0,0,"Undefined","N",220500,"P I F",220500,165375,"00",25
"Northeast","Pacific West",1997,84,10,"NotNew",0,0,"Undefined","0",1e+05,"P I F",1e+05,75000,"00",25
"Plains","Plains",1997,3,5,"NotNew",0,0,"Undefined","0",188557,"CHGOFF",2e+05,150000,"54",25
"Pacific West","Midwest",2006,84,1,"NotNew",0,1,"Urban","Y",35844,"P I F",30000,15000,"23",16
"Northeast","Northeast",2006,0,1,"NotNew",0,1,"Urban","N",15000,"CHGOFF",15000,7500,"52",16
"Northeast","Northeast",2006,84,1,"NotNew",0,1,"Rural","Y",23908,"CHGOFF",15000,7500,"54",16
"Midwest","Midwest",1997,243,10,"NotNew",0,0,"Undefined","0",70000,"P I F",70000,56000,"00",25
"Midwest","Midwest",2006,84,1,"NotNew",0,1,"Urban","Y",25000,"P I F",25000,12500,"54",16
"Pacific West","Pacific West",1997,84,7,"NotNew",0,0,"Undefined","0",1e+05,"P I F",1e+05,80000,"54",25
"Pacific West","Pacific West",1983,84,12,"NotNew",0,0,"Undefined","N",65000,"CHGOFF",65000,58500,"00",39
"Northeast","Northeast",2006,84,3,"NotNew",0,3,"Urban","N",1961,"",2500,1250,"56",16
"Pacific West","Pacific West",2006,264,2,"NotNew",0,2,"Urban","N",360000,"P I F",360000,270000,"33",16
"Pacific West","Pacific West",1997,84,15,"NotNew",0,0,"Undefined","Y",50000,"P I F",50000,25000,"45",25
"Northeast","Southeast",2006,84,2,"New",0,2,"Urban","Y",22949,"P I F",10000,5000,"62",16
"Plains","Midwest",2006,84,5,"NotNew",0,10,"Urban","Y",48000,"P I F",30000,15000,"44",16
"Northeast","Midwest",2006,60,4,"NotNew",0,4,"Urban","Y",57476,"CHGOFF",50000,25000,"32",16
"Midwest","Midwest",2006,72,1,"New",0,1,"Urban","N",33600,"P I F",33600,16800,"48",16
"Northeast","Northeast",2006,60,1,"New",0,1,"Urban","N",7000,"P I F",7000,3500,"53",16
"Midwest","Northeast",2006,240,2,"NotNew",1,4,"Urban","0",117500,"P I F",117500,58750,"42",16
"Pacific West","Pacific West",1997,87,21,"New",0,0,"Undefined","N",78000,"P I F",78000,62400,"00",25
"Plains","Pacific West",2006,84,12,"NotNew",0,12,"Urban","0",73795,"P I F",50000,25000,"72",16
"Pacific West","Midwest",2006,84,4,"NotNew",0,4,"Rural","Y",44850,"P I F",25000,12500,"51",16
"Pacific West","Southeast",2006,84,3,"New",0,3,"Urban","Y",13000,"P I F",10000,5000,"72",16
"Pacific West","Northeast",1997,120,10,"NotNew",0,0,"Undefined","0",145000,"P I F",145000,108750,"00",25
"Southeast","Pacific West",2006,84,14,"NotNew",2,14,"Urban","N",1e+05,"P I F",1e+05,50000,"62",16
"Plains","Plains",1997,84,1,"New",0,0,"Undefined","N",60000,"P I F",60000,48000,"81",25
"Northeast","Northeast",1997,299,2,"NotNew",0,0,"Undefined","N",390000,"P I F",390000,292500,"00",25
"Pacific West","Northeast",2006,53,1,"New",0,1,"Urban","Y",76439,"CHGOFF",25000,12500,"45",16
"Plains","Midwest",2006,72,1,"NotNew",1,2,"Urban","0",42800,"P I F",42800,21400,"49",16
"Pacific West","Plains",1997,120,2,"NotNew",0,0,"Undefined","0",2e+05,"P I F",2e+05,150000,"00",25
"Northeast","Southeast",2006,84,1,"NotNew",0,1,"Urban","Y",10023,"P I F",10000,5000,"56",16
"Plains","Midwest",2006,84,2,"NotNew",1,3,"Urban","Y",26800,"P I F",15000,7500,"23",16
"Northeast","Northeast",1983,240,23,"NotNew",0,0,"Undefined","N",215000,"P I F",215000,215000,"00",39
"Northeast","Southeast",2006,84,15,"NotNew",0,15,"Urban","0",295300,"CHGOFF",1e+05,50000,"72",16
"Northeast","Northeast",2006,44,2,"NotNew",0,2,"Rural","N",51000,"CHGOFF",51000,43350,"71",16
"Southeast","Southeast",2006,60,1,"New",2,1,"Rural","Y",15000,"P I F",15000,7500,"62",16
"Northeast","Midwest",2006,84,1,"NotNew",1,1,"Urban","Y",47614,"P I F",25000,12500,"51",16
"Northeast","Midwest",1997,4,10,"New",0,0,"Undefined","0",50000,"CHGOFF",50000,25000,"00",25
"Southeast","Southeast",2006,84,1,"NotNew",1,1,"Urban","Y",18034,"P I F",10000,5000,"56",16
"Pacific West","Pacific West",1997,84,3,"NotNew",0,0,"Rural","N",54495,"P I F",55000,44000,"44",25
"Pacific West","Plains",1997,84,9,"NotNew",0,0,"Undefined","0",7e+05,"P I F",7e+05,525000,"00",25
"Pacific West","Southeast",2006,84,5,"New",0,5,"Urban","Y",29700,"P I F",15000,7500,"32",16
"Northeast","Northeast",2006,84,2,"NotNew",1,2,"Urban","N",50000,"P I F",50000,25000,"23",16
"Midwest","Northeast",2006,60,1,"New",0,1,"Rural","N",28700,"P I F",28700,14350,"11",16
"Pacific West","Midwest",2006,63,5,"NotNew",1,6,"Urban","Y",58777,"CHGOFF",35000,17500,"44",16
"Pacific West","Northeast",2006,84,1,"NotNew",2,1,"Urban","N",15000,"P I F",15000,7500,"23",16
"Southeast","Southeast",1998,96,1,"New",0,0,"Undefined","N",60000,"P I F",60000,48000,"62",24
"Northeast","Northeast",2006,70,3,"NotNew",0,3,"Urban","N",1e+05,"CHGOFF",1e+05,50000,"54",16
"Northeast","Northeast",1998,106,8,"New",0,0,"Undefined","N",1e+05,"CHGOFF",1e+05,80000,"00",24
"Midwest","Midwest",1998,120,2,"NotNew",0,0,"Undefined","0",165000,"P I F",165000,123750,"00",24
"Northeast","Northeast",1998,12,28,"NotNew",0,0,"Undefined","N",2e+05,"P I F",2e+05,150000,"23",24
"Northeast","Northeast",2006,60,0,"New",3,0,"Urban","N",140000,"P I F",140000,70000,"44",16
"Plains","Pacific West",2006,84,1,"New",0,1,"Urban","N",25000,"P I F",25000,21250,"61",16
"Northeast","Southeast",2006,84,4,"NotNew",0,4,"Urban","Y",60927,"P I F",50000,25000,"81",16
"Southeast","Southeast",1998,84,4,"New",0,0,"Undefined","0",109000,"P I F",109000,81750,"00",24
"Northeast","Southeast",2006,84,15,"NotNew",0,15,"Urban","Y",231431,"P I F",1e+05,50000,"72",16
"Plains","Midwest",2006,84,2,"NotNew",0,2,"Urban","Y",69259,"P I F",32000,16000,"32",16
"Midwest","Southeast",2006,108,2,"New",1,2,"Urban","N",446400,"P I F",446400,334800,"81",16
"Midwest","Midwest",2006,84,2,"New",2,2,"Urban","Y",91657,"P I F",25000,12500,"51",16
"Plains","Plains",1998,84,5,"New",0,0,"Undefined","0",499900,"P I F",499900,374925,"00",24
"Pacific West","Pacific West",1998,84,16,"NotNew",0,0,"Undefined","N",1e+05,"P I F",1e+05,75000,"54",24
"Pacific West","Northeast",2006,84,23,"NotNew",0,0,"Urban","N",25000,"P I F",25000,12500,"52",16
"Pacific West","Pacific West",2006,27,10,"New",0,10,"Rural","Y",13797,"CHGOFF",10000,5000,"45",16
"Midwest","Midwest",1998,120,12,"New",0,0,"Undefined","N",170000,"P I F",170000,127500,"00",24
"Northeast","Northeast",2006,62,4,"NotNew",0,4,"Urban","N",89700,"CHGOFF",89700,44850,"53",16
"Midwest","Northeast",2006,60,2,"New",0,2,"Rural","Y",21095,"P I F",10000,5000,"45",16
"Northeast","Midwest",2006,36,1,"New",1,1,"Urban","Y",20000,"P I F",20000,10000,"54",16
"Northeast","Southeast",2006,28,2,"NotNew",0,2,"Urban","N",189818,"CHGOFF",1e+05,50000,"44",16
"Pacific West","Plains",1998,120,3,"NotNew",0,0,"Undefined","0",4e+05,"P I F",4e+05,3e+05,"33",24
"Midwest","Midwest",2006,72,33,"NotNew",0,0,"Rural","N",2e+05,"P I F",2e+05,1e+05,"56",16
"Pacific West","Northeast",2006,84,5,"NotNew",0,5,"Urban","N",20000,"P I F",20000,10000,"54",16
"Southeast","Southeast",2006,50,3,"New",0,3,"Urban","N",10000,"CHGOFF",10000,5000,"45",16
"Pacific West","Southeast",2006,84,6,"NotNew",0,6,"Urban","Y",118538,"P I F",50000,25000,"44",16
"Midwest","Northeast",2006,84,2,"New",2,4,"Urban","Y",71768,"P I F",15000,7500,"56",16
"Midwest","Midwest",2006,60,2,"New",2,0,"Urban","N",60900,"P I F",60900,30450,"62",16
"Midwest","Northeast",2006,60,10,"New",0,10,"Urban","Y",60000,"P I F",60000,30000,"45",16
"Pacific West","Southeast",2006,84,2,"New",0,2,"Urban","Y",5000,"P I F",5000,2500,"23",16
"Midwest","Midwest",1998,84,6,"New",0,0,"Undefined","0",60000,"P I F",60000,48000,"00",24
"Midwest","Northeast",1998,63,2,"New",0,0,"Undefined","N",60000,"P I F",60000,48000,"00",24
"Northeast","Northeast",2006,11,24,"NotNew",0,0,"Urban","Y",153435,"CHGOFF",1e+05,50000,"23",16
"Northeast","Southeast",2006,72,19,"NotNew",1,0,"Urban","N",225000,"P I F",225000,112500,"62",16
"Pacific West","Southeast",2006,45,3,"NotNew",0,3,"Urban","Y",33600,"CHGOFF",24800,12400,"23",16
"Northeast","Northeast",2006,54,4,"New",0,4,"Urban","N",1e+05,"CHGOFF",1e+05,50000,"42",16
"Northeast","Southeast",2006,84,2,"NotNew",0,2,"Urban","Y",24000,"P I F",16000,8000,"23",16
"Midwest","Plains",1998,84,6,"NotNew",0,0,"Undefined","0",532500,"P I F",532500,399375,"54",24
"Northeast","Northeast",2006,240,1,"NotNew",1,12,"Urban","N",475000,"P I F",475000,356250,"44",16
"Plains","Plains",1998,41,3,"New",0,0,"Undefined","N",75000,"CHGOFF",75000,60000,"00",24
"Plains","Midwest",2006,25,2,"NotNew",0,2,"Urban","Y",49721,"CHGOFF",15000,7500,"44",16
"Northeast","Midwest",2006,84,1,"New",0,1,"Urban","Y",117013,"P I F",25000,12500,"42",16
